unit_price,time_on_site,quantity,total,label,movie_rating
25,139.13201719999998,6,161.61,Medium,6.344495054444429
25,97.04450703,1,53.79,Low,7.9400315654273905
20,95.70778443,3,89.37,Low,6.98455316871479
25,129.5702214,4,122.96,Low,7.020169360224225
25,94.81894084,1,54.94,Low,8.099247868442765
25,110.3475467,4,123.84,Low,8.586553492116263
25,163.67991640000002,6,164.47,Medium,6.561528221938725
20,108.9504597,6,129.96,Medium,5.604561188582701
25,92.64639993,3,106.27,Low,7.066305768061118
20,77.78139226,1,22.92,Low,7.636997210011923
20,88.15050427,1,23.36,Low,7.69724356597536
25,153.7138621,7,196.5,Medium,6.118332857512211
25,132.5006185,4,116.83,Low,6.937857505104897
25,147.8966491,7,176.2,Medium,5.972292521190618
25,117.6798416,6,169.28,Medium,5.390206370045596
25,131.9053213,5,138.04,Low,6.614370319550799
20,122.1868936,4,110.03,Low,6.652219955171166
20,134.3354009,7,153.32,Medium,5.325426614164337
20,181.581408,8,170.89,High,5.483488949181116
20,172.24087859999997,9,202.72,High,5.050247996711186
20,167.1357629,6,131.82,Medium,6.684645760787706
20,57.04932314,3,89.41,Low,7.948136158408381
20,160.01448259999995,8,173.96,High,5.2602668548670275
25,146.0575355,7,182.49,Medium,5.29868895650562
25,124.0172143,4,120.7,Low,6.841577862957618
25,132.0822664,2,69.87,Low,8.249601390914467
20,158.6201226,7,151.97,Medium,5.14777648266732
25,131.3296853,4,118.55,Low,7.265375682147966
25,133.7464885,2,85.49,Low,7.660335263036931
25,128.4984517,4,127.48,Low,6.826226934854276
20,166.5888864,6,130.98,Medium,5.96299145526128
20,170.6304907,6,131.33,Medium,5.759457964475113
25,134.2427225,2,70.13,Low,7.513794980559288
20,159.77040490000005,9,201.79,High,5.001232400624258
20,103.3479027,4,113.47,Low,8.310015118561791
20,127.7899759,2,57.45,Low,8.01016856130907
25,142.78371289999995,5,139.04,Low,5.783411014938218
20,133.3928009,4,111.59,Low,7.0089792154410535
20,126.4164687,7,148.0,Medium,5.8557337270951475
25,101.1268422,1,52.3,Low,7.792845989354177
25,123.3217192,2,74.68,Low,7.599593328487563
20,108.8376479,4,109.08,Low,6.921929059601727
20,74.85809404,1,21.94,Low,8.307177771854075
25,154.934407,5,140.05,Low,5.999759676108609
20,130.685132,7,149.46,Medium,5.399776441346357
25,132.2171422,5,141.11,Low,6.537394052423616
25,151.4845176,7,184.67,Medium,5.309459695993324
20,160.806102,3,93.58,Low,7.746170727039301
25,147.0011825,3,99.14,Low,7.663527725180013
20,145.0426883,7,148.29,Medium,6.066171210229319
20,107.90634140000002,2,64.57,Low,7.3779138467042795
20,180.0906671,8,170.92,High,5.5306647642590026
25,163.57487350000005,5,145.15,Low,7.2266272755958845
25,134.1868443,4,115.39,Low,7.066005268759206
25,179.075781,8,209.25,High,5.463810533892833
25,93.29084574,2,67.38,Low,8.132577779272053
25,94.39744254,2,76.87,Low,7.445196895803029
20,180.7035477,10,210.98,High,4.925293133611355
25,183.7060316,8,215.25,High,5.031194455525246
20,131.96382590000002,4,111.92,Low,7.158251956216802
25,147.26440290000005,1,37.71,Low,8.25916742827894
25,129.9325726,7,190.12,Medium,5.977220452761205
25,102.3961258,4,126.97,Low,6.507037237013599
25,126.9912637,8,217.44,High,5.089304236994798
20,135.48732230000002,5,123.5,Low,5.92507892277098
25,165.66979419999996,9,256.59,High,5.184554188641675
20,130.910781,2,61.8,Low,8.084919060660683
20,141.6184024,2,57.93,Low,7.657567125220307
25,162.8571815,3,96.26,Low,7.460905595177307
25,168.9848614,7,193.6,Medium,5.5139464144724695
25,147.8201647,4,126.96,Low,7.200333940992206
20,154.18198130000005,1,32.07,Low,8.262189134147022
20,223.4639696,9,200.99,High,5.064647737526781
25,147.1593244,2,84.87,Low,7.724919492950862
25,102.1329607,4,118.54,Low,6.610245725850454
20,192.6362124,10,215.44,High,5.126531116122575
20,165.2894176,6,129.56,Medium,5.710684090232889
25,212.4644805,8,226.35,High,5.187126599207754
25,127.9221141,4,121.03,Low,7.157357936120512
25,84.31811322,3,103.91,Low,6.849870742603319
25,158.10315669999997,6,159.79,Medium,5.845770728892761
25,143.5995675,2,81.62,Low,6.576621262121856
20,145.8608544,2,63.07,Low,7.940748007677675
20,136.12202390000002,5,115.0,Low,6.837077920170994
20,154.39006899999995,7,148.24,Medium,6.351128806148655
25,161.86459069999995,6,154.28,Medium,5.837711732075447
20,153.99834909999996,5,117.54,Low,5.939028230345058
20,210.9462657,9,199.08,High,5.05391246524516
25,133.4199088,3,104.86,Low,6.358866670755472
25,143.8559985,7,194.48,Medium,5.513444833234929
20,151.5539125,6,132.26,Medium,5.664049283087698
25,124.9393962,5,137.33,Low,6.627711630482567
20,135.2242428,5,113.89,Low,5.638830580288311
25,133.3777748,1,51.61,Low,8.101808790148734
20,150.8251075,4,109.67,Low,7.267733499987015
25,143.4110531,5,142.09,Low,5.955033910700873
25,133.5823811,2,74.3,Low,7.936019050634986
25,138.9384453,7,174.55,Medium,5.391192897703424
25,131.365801,5,145.27,Low,5.720510960318639
25,118.3867944,1,51.4,Low,8.01150499144263
25,162.8589906,4,119.98,Low,6.121970514018512
20,120.7663342,3,89.36,Low,6.082726010507279
25,58.41499231,3,107.72,Low,6.852399747684039
25,93.02285033,1,38.09,Low,7.835656758625676
25,114.497947,4,123.86,Low,8.764425583030388
25,161.394487,8,210.85,High,5.268035606797373
20,156.5478186,3,92.74,Low,7.808858560213608
25,149.7847285,3,104.41,Low,7.531178604471762
25,101.746468,1,50.32,Low,7.6689586552425855
25,158.262436,9,257.44,High,4.970895079356122
20,122.3703885,4,111.57,Low,7.238611670174102
20,112.0690812,5,125.08,Low,8.881414647579188
25,127.7788311,2,74.52,Low,7.631535309906693
25,166.8359684,9,259.41,High,4.852517625203066
25,84.46627619,3,94.92,Low,7.241017605731672
20,152.8224467,4,110.07,Low,7.22882436740603
20,113.8095375,2,61.14,Low,7.617679508038335
25,132.2996529,4,119.17,Low,8.57837626291485
25,140.29019319999998,8,211.11,High,5.197755348549734
20,90.97610427,1,21.41,Low,7.607118850327716
20,208.7941356,8,173.41,High,5.160429815828984
25,110.11054109999998,4,119.48,Low,7.066640612346234
25,94.78728922,5,138.99,Low,6.311415762178119
25,137.7996619,2,86.46,Low,7.571143293825421
20,214.0843089,7,152.78,Medium,5.229161174891857
25,133.0449872,3,99.23,Low,7.3498797045318405
25,126.2246813,7,184.55,Medium,5.341519033800954
25,64.85228575,2,85.7,Low,7.136863218116847
25,169.9276676,7,181.97,Medium,5.1514595078596885
20,64.90770671,6,129.74,Medium,5.660080750057265
25,187.0890506,8,216.13,High,5.319532222597109
20,191.5057303,10,215.88,High,4.8351839857041705
25,170.7901005,5,138.18,Low,6.9453985285102045
25,165.1111585,6,156.93,Medium,5.914422559025755
25,158.494868,7,182.0,Medium,5.438751798863645
25,152.3167145,6,161.32,Medium,5.635366758035875
25,154.56419509999995,5,135.91,Low,5.870369032694792
25,107.3071614,4,118.49,Low,6.972533985227363
25,133.6471797,6,162.87,Medium,5.597251370663238
20,127.4812151,6,129.95,Medium,6.300859499610662
25,147.489156,7,175.32,Medium,5.3202108724065384
25,161.95704809999995,5,139.14,Low,6.938572402437544
20,154.8933351,4,111.46,Low,6.278169945271823
25,120.9849119,5,147.15,Low,8.62819883871963
25,124.1363293,4,118.99,Low,7.013235282928262
20,177.1782365,9,201.6,High,5.110951979723235
20,120.4615622,4,109.96,Low,6.894613065623784
25,184.1705997,6,155.29,Medium,6.591203806702425
25,117.50231370000002,6,167.4,Medium,5.244383256919399
20,140.5336806,1,22.22,Low,8.775648234777673
20,126.5306199,2,62.78,Low,7.948024629858393
20,73.42449886,5,123.22,Low,5.9248007162748815
25,125.6983223,8,215.01,High,5.405965489487542
25,118.777506,6,153.99,Medium,5.586345581164906
20,157.5872507,6,131.04,Medium,5.818124903409042
25,114.4941247,4,125.66,Low,6.011574047027598
25,159.8207749,6,154.66,Medium,5.726267191635911
20,141.75903730000005,5,114.16,Low,5.675474959567267
25,197.0357651,8,232.76,High,5.092422097510908
20,132.4854374,4,108.01,Low,6.1081095835640316
20,148.1081771,2,62.99,Low,7.813168737041728
25,166.42524730000005,7,180.46,Medium,5.368935134471273
25,116.16403970000002,1,43.48,Low,7.955508152438415
25,116.60194479999998,3,105.05,Low,8.377488172953063
20,116.3866283,5,124.31,Low,5.62886758484323
25,109.5070948,8,221.99,High,5.053547745567219
25,139.810716,7,193.94,Medium,5.5030934135662575
25,104.7014052,8,223.3,High,5.607846122442365
20,139.26298380000003,1,29.6,Low,8.733444824108252
20,77.35297955,4,110.89,Low,7.926621705151735
25,90.05728901,5,137.4,Low,5.583151249569461
25,103.3485579,2,83.94,Low,7.321126620061246
20,187.053858,8,170.6,High,5.558229025922218
20,88.00067,1,28.3,Low,7.501787295031074
25,102.3801858,5,142.91,Low,6.432256407313941
25,141.9493005,5,134.03,Low,5.732459603688423
20,141.6809336,7,149.96,Medium,5.225261541382965
25,169.1423714,6,154.29,Medium,6.461642803238245
25,129.567624,2,72.7,Low,7.698099612475898
25,123.42999109999998,3,105.66,Low,7.283928436200025
25,138.89327780000002,6,155.53,Medium,6.379726965958738
25,180.9447042,8,221.05,High,5.043267996510978
25,178.5442167,1,34.84,Low,8.319579493271728
20,127.1238633,7,153.6,Medium,5.6831583536263
20,119.3458618,3,90.32,Low,8.277501233063067
25,120.04802340000002,4,113.88,Low,9.016269340692721
20,191.2897677,7,152.43,Medium,5.643189462140784
25,175.847361,5,140.36,Low,6.06267366338716
20,152.19200619999995,4,110.09,Low,6.323114530354185
25,120.7392084,2,77.38,Low,7.322003390461411
25,147.3049595,9,267.08,High,4.990800120247697
20,104.1962308,1,32.44,Low,8.01171938922824
20,143.3380118,5,128.11,Low,6.807669162508269
25,94.96665577,3,98.97,Low,6.873474892043641
25,85.29704349,1,36.46,Low,7.414236969694044
20,155.1557449,1,32.39,Low,8.440837630409519
25,160.7975858,8,212.95,High,5.896234168959375
25,121.494444,6,155.15,Medium,5.524165977088971
25,109.6677583,6,163.54,Medium,5.606106332318916
25,220.6272345,9,246.76,High,4.9377034710536964
20,138.2322091,2,57.01,Low,7.77067412166769
20,152.0453238,5,124.04,Low,6.990733247344866
25,99.62562701,4,113.92,Low,9.00803171770228
20,136.2157769,7,147.87,Medium,5.427932974745072
25,94.47768901,1,39.12,Low,7.549202110494255
20,163.53306980000005,4,112.3,Low,6.1164776190548835
25,127.0756954,4,116.97,Low,6.871406979943123
25,114.9020844,5,136.64,Low,6.493067172452241
25,131.75509209999998,5,146.26,Low,5.87036766782913
25,93.61498122,1,41.15,Low,7.823571649369468
20,172.1198135,8,170.75,High,5.92459860310742
20,144.7333884,5,128.21,Low,5.8714874642789665
20,89.65768100000004,3,88.39,Low,7.137152153284241
20,100.433731,3,92.96,Low,9.971674230703913
25,119.5063748,5,138.4,Low,5.7728022202079465
25,90.38243523,1,33.84,Low,7.87362912737806
20,195.6249855,10,221.25,High,5.143755083840242
25,98.54336196,6,158.95,Medium,5.931608012716014
25,138.857774,10,280.09,High,4.861349298666053
25,141.6917139,7,188.56,Medium,5.979355044753247
25,137.3624256,5,146.08,Low,6.681686723760485
25,128.4747838,5,135.91,Low,5.70425877419504
25,107.4858137,3,106.61,Low,7.163369482793021
25,60.06108235,2,71.03,Low,8.198355695602537
25,144.42149719999995,9,260.66,High,5.056128370143008
25,136.8990747,5,142.16,Low,5.769231163631344
25,189.4233605,8,223.05,High,5.478121740422483
25,123.2427478,2,77.5,Low,7.374520343985134
25,116.8435717,4,122.09,Low,7.102610502588053
25,93.9706131,5,140.28,Low,6.343818729042582
25,197.9988603,10,285.1,High,5.081460403666519
25,189.3531389,8,223.99,High,5.60725498947357
20,116.8354362,2,62.07,Low,7.359629168812073
25,98.16488448,8,225.85,High,4.841326303050931
20,130.5333707,2,60.02,Low,7.962361014712878
25,184.8269824,5,135.46,Low,6.259329565771946
25,172.37969990000005,8,220.84,High,5.018546601127361
25,149.6932071,7,180.05,Medium,5.516880445506379
25,127.2916187,8,204.89,High,5.4982699507435555
25,150.7588293,5,144.29,Low,5.946524345534127
25,97.38443593,5,139.03,Low,6.279573192610664
20,140.7383943,7,147.72,Medium,5.272079416994351
25,142.7017804,2,76.1,Low,8.003505507455598
25,139.6236465,6,155.84,Medium,5.5992571662109585
20,132.7913881,3,90.46,Low,7.330521847934744
25,187.2396609,6,162.28,Medium,5.990261300236019
25,85.09323233,1,39.81,Low,7.418325842516304
25,109.7804126,4,121.09,Low,7.0328382500971305
25,163.6215632,3,96.9,Low,7.641138455073346
25,115.74976409999998,4,122.09,Low,6.988265796326851
25,128.3325435,5,132.89,Low,5.941501926657465
25,111.5672133,2,85.84,Low,7.54089930455283
25,81.27278707,1,38.11,Low,7.826845296755165
25,164.9415581,7,194.24,Medium,5.612281260304433
25,157.93516830000004,6,167.24,Medium,5.685088328818516
25,111.2623744,4,116.62,Low,8.268901155795954
20,153.22369550000005,9,200.34,High,4.852127030980937
20,135.4053739,6,131.93,Medium,6.34366393673268
20,150.1981007,3,87.53,Low,7.305290428447613
25,45.49780798,2,84.54,Low,6.743580629744356
25,111.6016763,3,105.58,Low,7.210148797502823
25,147.0719831,4,118.49,Low,7.132616597154403
25,115.7734964,5,138.4,Low,8.348241350397203
25,78.60002217,3,95.35,Low,6.788588594224915
25,133.48943540000002,6,157.51,Medium,6.247410078138545
25,115.8940212,4,120.35,Low,6.938053645951097
25,116.9162623,2,81.3,Low,7.792359457483876
25,170.43380269999997,5,133.3,Low,6.893050821085879
25,100.2695501,6,157.83,Medium,6.257940375170771
25,120.8920379,4,123.34,Low,6.981660874997095
25,128.7534335,4,126.51,Low,6.870423791380884
25,156.9323657,7,176.58,Medium,5.5369382796621895
20,90.74558051,1,26.5,Low,7.739819962996947
25,173.2293155,1,39.68,Low,8.168464006281823
20,101.1585522,3,93.69,Low,7.1070590630077835
25,103.0586923,1,38.54,Low,9.050947946972586
25,134.5248639,5,142.09,Low,6.665503059407731
25,116.9297996,6,160.57,Medium,6.251055579175773
25,73.23724287,1,32.78,Low,7.3777701856321105
25,161.29751069999998,7,188.43,Medium,6.371556091516702
20,191.2541908,7,153.38,Medium,5.741644005312657
25,146.7506633,7,176.81,Medium,5.971047383198831
25,95.91765289,2,77.09,Low,8.23144114548096
20,134.0452623,4,110.15,Low,7.22791471615128
20,143.93313480000003,3,89.52,Low,7.568863146493108
20,111.5182452,2,67.03,Low,7.329858255764467
25,105.874549,6,161.54,Medium,5.9981116242587795
25,132.0765856,4,128.96,Low,7.048087295804084
25,161.209872,7,185.76,Medium,5.357908977608069
25,107.5773618,1,51.22,Low,7.91847793253006
20,118.2401105,2,60.02,Low,7.860948046359622
20,102.8709063,6,129.71,Medium,6.3105664076552825
25,148.752322,2,86.7,Low,7.918383897697632
25,117.1849195,4,120.17,Low,6.703053557834544
25,84.63424905,3,98.43,Low,6.784290447515751
20,172.7146081,1,27.76,Low,8.212384676589242
25,163.3619368,7,189.19,Medium,5.481018727072213
25,125.5913409,5,136.24,Low,5.749275967373318
20,107.38353899999998,2,60.56,Low,7.539453512007594
20,86.76634448,3,91.24,Low,7.012399480556393
20,107.2880456,5,120.65,Low,8.770336117787497
20,165.41981030000005,7,148.75,Medium,5.159647163256108
20,146.85242140000003,7,149.8,Medium,5.448257936548032
25,159.78736840000005,7,194.56,Medium,6.0962990866576785
25,133.68692620000002,6,160.05,Medium,6.2595930124177634
25,116.115909,10,281.79,High,4.454176963251133
25,46.96104826,4,126.53,Low,8.148178170627842
25,76.11624861,3,98.08,Low,6.710841404097636
25,101.9584357,4,123.56,Low,8.182372329008047
25,114.0029182,4,119.33,Low,6.790528352333029
20,111.7617361,3,87.03,Low,6.06985605524257
25,108.642934,3,103.48,Low,6.350171949843127
25,80.57462132,5,135.11,Low,6.411742410238137
25,123.6176762,3,97.43,Low,7.291507292578563
25,122.8399979,2,77.77,Low,7.513780813529445
25,206.0749987,10,290.03,High,4.975191897044581
25,200.6461834,10,289.19,High,4.917559975723093
25,168.4288619,9,265.51,High,5.185558999984766
20,171.1456907,6,132.52,Medium,6.032674147749031
20,173.3771381,7,147.58,Medium,5.19780643588506
25,150.4924676,5,144.3,Low,6.482427801973835
25,118.3449528,1,37.93,Low,8.021360434370619
20,107.7521726,2,61.45,Low,7.301981635633254
20,119.44072140000002,2,64.04,Low,7.691811535748345
25,152.15538930000002,9,254.48,High,5.019731048092708
25,67.8035689,1,51.99,Low,7.305208787422588
20,151.61518930000003,8,172.61,High,5.141578467772331
25,157.9802246,6,162.77,Medium,6.555930408786599
20,139.1417533,5,114.52,Low,6.756390511618804
25,146.07793130000005,7,180.8,Medium,5.446116613976027
25,95.74229961,6,162.7,Medium,5.8462691612887125
25,134.2599608,5,138.71,Low,6.710475984064384
20,92.93260085,3,91.77,Low,7.100619988021139
20,167.85975,6,129.97,Medium,5.84190074743504
25,113.4180852,5,147.06,Low,5.684996623632548
20,123.9808977,6,131.72,Medium,6.258312878718942
25,144.4588901,7,189.76,Medium,5.511993760451829
25,52.20048766,3,105.46,Low,6.819121923988643
20,71.12739262,1,22.79,Low,7.79179922562513
20,123.4081699,1,28.32,Low,8.86450804586998
25,106.177202,4,121.13,Low,7.011787681591361
25,110.9264057,4,117.93,Low,6.687159269817881
25,138.1103102,7,197.99,Medium,5.355880745874709
25,130.165033,5,136.71,Low,5.788622708973206
20,92.8400139,1,31.75,Low,7.907886339518816
20,143.5559789,5,125.04,Low,5.870330719950602
25,158.78758169999998,5,140.96,Low,7.198989313944222
25,111.6240209,6,159.78,Medium,5.5070894672515855
25,141.89363369999995,8,212.52,High,5.15909312981758
20,173.3108348,4,112.79,Low,7.469949004799998
20,147.8693466,7,148.84,Medium,5.530901340973757
25,117.4050778,5,140.49,Low,9.330005646366525
25,92.87916119,2,73.14,Low,6.192422593687828
25,139.1479661,2,83.72,Low,8.005344275982477
20,124.2698831,4,109.57,Low,7.051678524819442
25,133.958324,5,144.77,Low,5.863093868576624
20,81.16651312,3,92.72,Low,6.642030157655315
25,132.9488312,2,86.68,Low,7.595674283555923
25,179.6114104,6,160.7,Medium,6.015562380260697
25,186.7859427,3,102.75,Low,7.936069259768871
25,96.07286542,1,50.35,Low,7.554547296662902
25,161.590826,4,125.38,Low,7.275706328285532
25,157.0917968,7,185.76,Medium,5.57317327920436
20,130.56948789999998,5,121.72,Low,5.9918306007158
25,177.501484,1,48.99,Low,8.429691390735258
25,142.1202409,3,94.86,Low,7.314127972211599
25,105.16392,1,40.64,Low,7.912797080675324
20,169.01127309999995,5,126.88,Low,6.8481759379006295
25,127.4586894,4,126.94,Low,7.265660530990287
25,101.5095092,2,80.09,Low,7.634470068868956
25,112.87370459999998,2,74.32,Low,7.334113498817669
25,135.4058555,2,70.76,Low,7.576273730100691
20,161.70037340000005,7,148.13,Medium,5.556884324427018
25,103.2743491,4,119.2,Low,5.684576366330032
20,131.58705659999998,5,123.02,Low,5.858621239647068
25,162.2093368,9,241.06,High,5.127596701211237
25,74.77146905,2,83.03,Low,8.160514125924637
20,165.18716630000003,7,148.99,Medium,5.4355076262344495
25,117.0405871,4,116.23,Low,6.017399963698158
25,168.93211730000004,9,272.46,High,5.202898523571183
20,171.4325265,6,131.98,Medium,5.9335176307300825
25,85.23693416,2,82.8,Low,7.307115154574806
25,161.10366509999997,6,167.65,Medium,5.811710081671617
25,73.44875925,1,44.47,Low,7.644531182989963
25,165.3008521,7,175.78,Medium,5.463561921544512
20,117.166041,2,58.16,Low,7.324674617301422
20,92.53660873,2,60.59,Low,7.473627121990594
25,111.2004214,4,125.11,Low,6.858658867201122
25,146.3345886,1,35.1,Low,8.133287216039129
25,72.94116078,1,41.71,Low,7.430046335493483
20,141.3665339,2,63.53,Low,7.8199108673514335
25,127.33974209999998,5,133.56,Low,6.674390957064081
20,122.4911601,5,124.21,Low,6.496780847839962
25,82.19487631,3,106.13,Low,8.468829840048594
20,150.9021536,2,62.85,Low,7.9949117146366
25,93.94342566,4,120.17,Low,6.7660255229520345
20,154.8803682,5,125.31,Low,6.797191430726509
25,123.0186404,1,35.47,Low,8.219336612118404
20,143.1652396,4,110.69,Low,7.238687460199259
25,141.1362757,4,115.97,Low,7.071711956831598
25,92.5425847,1,33.09,Low,7.82890782935486
25,75.80799464,1,54.3,Low,7.640014406860175
25,222.4427162,8,216.49,High,5.086929867057631
25,130.0912347,3,100.04,Low,7.434501869135961
20,137.95520290000002,8,171.03,High,5.0586555388590195
25,105.4522987,6,164.75,Medium,5.284733047944886
25,107.1545694,6,166.18,Medium,5.834650470746095
25,66.72791007,7,193.49,Medium,5.4777522064911155
25,159.0218555,8,205.9,High,5.8541608779646435
25,148.67392900000004,9,261.17,High,4.93035330549942
25,140.4164854,6,165.97,Medium,6.33554266619622
25,89.6707796,1,39.85,Low,7.949500559740368
20,136.76634330000002,2,62.8,Low,7.654982469465532
25,130.17622930000002,5,137.98,Low,6.6078772730884605
25,142.4615089,8,221.89,High,5.135703140207502
25,128.85521699999998,6,160.59,Medium,6.424477356851782
20,135.54638359999998,7,151.08,Medium,5.892509061787745
20,145.3481758,7,153.02,Medium,5.485416610994967
25,144.01111709999995,3,98.92,Low,7.277162623403105
20,132.33574099999998,6,129.72,Medium,5.478339391000057
20,136.33762819999998,5,116.95,Low,5.860519445178357
25,109.5275165,2,72.01,Low,7.286930233503382
20,109.0805953,2,57.77,Low,7.751364479294767
20,132.8226271,7,150.45,Medium,5.786229382568509
25,200.61038180000003,7,191.36,Medium,5.73293191062549
20,138.9367505,8,173.18,High,4.997457116027743
25,141.6575562,4,120.13,Low,7.028823934784975
20,100.4548911,2,60.01,Low,6.446819220624455
20,145.4007466,7,148.47,Medium,5.527386481017474
25,146.9459341,7,176.62,Medium,5.503046666228006
20,116.7958106,6,129.63,Medium,6.357383378870835
25,90.31168945,5,145.79,Low,8.284248385526947
25,221.9563997,8,223.07,High,5.167433749431104
25,141.41841680000005,4,127.31,Low,6.215197930522852
25,123.5903257,5,134.69,Low,6.609358323284647
25,87.01000086,4,123.43,Low,5.649934410415554
25,147.8170055,3,101.39,Low,7.416336417084615
25,179.6665352,5,133.27,Low,6.080187495483794
25,146.3063645,7,180.92,Medium,5.47408475731112
25,129.6214911,4,117.26,Low,6.819953510442133
20,134.04498130000002,5,127.14,Low,8.18494437671287
25,104.6609494,3,107.48,Low,7.250354709629097
25,77.30835744,1,56.07,Low,8.57758807753503
20,136.423846,3,94.3,Low,6.261897994790517
25,137.3122917,7,176.48,Medium,5.266272145215927
20,137.3304541,3,91.79,Low,7.502176874565196
25,101.1259459,1,46.27,Low,7.65514333887426
25,155.4625616,7,198.43,Medium,5.2868728788152275
25,155.61733700000005,4,126.46,Low,6.076430968828893
25,149.09744740000005,7,179.78,Medium,6.1477818084007065
20,91.14037378,3,93.05,Low,6.993700393604232
25,148.6960699,4,126.67,Low,7.204791688750088
25,114.1188301,1,34.95,Low,8.279282383579222
20,116.00360390000002,1,21.88,Low,8.2945485140955
25,191.1173097,5,134.49,Low,6.155295989447994
25,196.8132984,8,205.58,High,5.332102414760172
25,89.54276707,2,70.04,Low,9.266737652364693
25,116.1574452,2,72.84,Low,7.856364037498782
25,108.2718024,2,76.25,Low,7.557126084873984
25,174.7155794,1,52.79,Low,8.657758119557904
25,111.2607858,6,162.4,Medium,6.133097094664095
25,131.6524614,4,115.7,Low,7.070235114281877
20,122.5817644,2,60.26,Low,7.963563850141053
20,187.8695677,8,173.74,High,6.174680724248068
25,139.36084169999998,2,83.72,Low,7.933418086527798
25,139.3457445,5,134.1,Low,6.843905535188014
20,87.43122786,1,25.08,Low,7.807420171030598
25,120.37304679999998,9,242.42,High,4.663563706623361
25,85.60276256,3,102.41,Low,8.062077428026631
25,111.8971396,5,140.38,Low,5.692004367829304
25,123.1084724,2,68.95,Low,7.431050090789002
25,150.9700591,7,174.68,Medium,5.450612602788188
25,120.7952527,4,128.39,Low,7.269569464886811
20,139.4788669,5,121.85,Low,5.238459097494216
20,60.99930112,1,23.97,Low,7.6131997404477705
25,133.669734,6,154.7,Medium,5.5973689972675675
25,129.74798429999998,3,105.63,Low,7.399017628427044
25,157.39741840000005,7,179.68,Medium,6.2727658851403145
25,173.09662230000004,9,261.72,High,5.100357977930896
25,207.7073969,8,205.14,High,5.083621758054755
20,95.85463544,3,87.2,Low,6.990579067156533
25,99.13818938,1,43.08,Low,7.74042618117794
25,109.1377465,4,124.41,Low,6.61688308135149
25,98.19987442,1,56.2,Low,7.936925837877691
25,152.7891882,9,240.87,High,5.015342690656543
20,89.73599099,5,121.36,Low,6.332782640369047
20,127.3236359,6,131.03,Medium,6.0929602723133645
25,151.6485218,6,163.48,Medium,5.774694332096584
25,119.8955902,2,81.87,Low,7.361888641876236
25,117.8492353,4,118.83,Low,7.061963173605545
25,204.6277407,8,233.36,High,5.551737901301024
25,137.43969669999998,4,114.59,Low,6.05901783348777
25,133.0082636,7,186.45,Medium,6.005862586061346
25,130.4921037,6,159.35,Medium,5.538807497652662
20,151.975376,5,125.81,Low,5.84831168964522
25,117.9391827,2,72.77,Low,7.474423938836007
20,114.5131852,5,117.85,Low,5.634930376017414
25,145.61013730000005,5,146.9,Low,6.7871200759770804
20,99.72491237,1,26.86,Low,8.099016234747552
20,117.7285665,6,131.82,Medium,5.530124674508663
25,143.0869742,5,135.83,Low,5.878183597237208
25,132.1088716,5,135.39,Low,5.6329239655908205
25,113.8457006,5,146.98,Low,5.725035426570308
25,126.0449231,6,157.49,Medium,5.614045918555976
25,130.7901658,4,116.22,Low,7.19881151744398
25,99.09247932,2,68.64,Low,7.587198820729597
25,159.2480403,9,256.15,High,5.0095007237172595
20,158.5278264,3,87.74,Low,7.383442691402256
25,182.9829148,7,196.95,Medium,5.132180052454985
20,147.5359208,4,109.48,Low,7.246936239518901
25,159.33941969999995,5,134.7,Low,6.88413921336927
20,177.3799399,8,170.86,High,5.323043470484671
25,109.8883493,4,115.76,Low,8.662826324852247
25,124.9097126,3,103.24,Low,8.664761076522819
25,148.1828145,8,225.96,High,5.202280454496019
25,180.7899893,5,133.22,Low,5.360147933570433
25,152.40947769999997,2,75.1,Low,6.705993682511107
25,147.8548648,5,137.64,Low,6.895423043082945
25,104.155835,4,123.41,Low,6.781727282191218
20,150.32216499999996,10,227.43,High,4.743842973468427
25,122.3643241,6,163.26,Medium,5.6096901138551765
20,152.36486010000004,7,149.1,Medium,6.19405404380806
25,140.4250185,7,191.69,Medium,5.436049069821235
25,140.19389919999998,7,196.67,Medium,5.456771521864546
20,133.470223,5,121.11,Low,6.027509724940125
25,147.7710102,8,206.21,High,5.074020024627939
25,106.5500464,6,160.06,Medium,5.391998706118381
20,108.0856707,4,113.22,Low,6.8885829126614
20,191.8560907,8,172.8,High,5.285178446348628
25,101.0274526,1,51.86,Low,7.773737277265142
20,101.5963374,6,131.77,Medium,5.318707738959669
20,152.719055,7,147.88,Medium,6.404861871521083
25,175.51987419999998,1,50.52,Low,8.292015158264217
20,130.77654850000002,5,124.48,Low,6.639972469639393
25,80.36349241,3,106.02,Low,8.310684107603908
20,121.3075785,1,23.15,Low,8.491322983049674
25,135.923787,1,50.34,Low,8.114900941958727
25,159.6661045,7,182.77,Medium,5.377514332602521
25,223.0590415,8,212.99,High,5.110590149700271
20,109.8842672,4,108.41,Low,7.043546112016033
25,152.9800651,4,119.46,Low,7.235349928001474
20,179.3552305,6,129.39,Medium,6.67705791559693
25,123.2625745,4,115.04,Low,7.163356972903105
20,149.8172814,3,90.07,Low,7.462568274526807
20,129.2658505,2,58.76,Low,7.586032927665341
20,99.76909458,4,109.98,Low,6.821090305673397
25,126.4643502,5,138.16,Low,5.818115942169847
20,159.10568569999995,6,131.83,Medium,5.774182463356447
