review,sentiment
Awesome Movie!! I'm not going to spoil it for anyone. This is a must see. Action packed and a tear jerker all in one!There is so much here especially if youve ever been a fan of the comics of just watched the MCU movies!,1
"Best Avengers movie. . .GOOD story line, GOOD emotional impact, GOOD ending, GOOD Action. . .everything make this movie best. . .",1
Best Marvel Film Ever! Everyone who thinks that movie is boring doesn't understand the value of the movie,1
Best Marvel Film Ever! The best way to conclude the story of many characters,1
"Best marvel film to come out to this date. It is extraordinary, mind boggling, you will definitely get lots of goosebumps. 10/10 for sure. If u like my review plz follow my i.g. account @waridude. If u dont like my review just follow me anyways",1
"Best Marvel film, so emotional, electrifying, so much heartthrob, and definitely worth the three hours",1
Best marvel movie ever. This took 10 years to be set up and it was worth it.,1
"best marvel movie to date!!!!can't say much with spoiling so I will keep it short. I was absolutely stunned by the movie. Last year I thought infinity war would be my favorite mcu movie but it ended up taking the number 3 spot. This time I thought I should wait until declaring it the best in a long series of amazing movies, but halfway through the movie I said there's no way by the end of the movie It's not my favorite marvel movie.Marvel went balls to the walls, throwing everything they had creatively and successfully doing so. the amount of good fan service was unbelievable, and compared to such a complicated plot they stuck the landing. most importantly the movie has a lot of heart, finishing a 22 movies, 11 years in the making, epic storyline, with a lot of feelings and emotions. Joy, sadness, laughter, sorrow, dread, It had it all. If you haven't seen it already why are you still reading this, go to the cinema right now!!!!!!!!!!!!Whatever it takes!",1
best movie ever from 2019 along with toy story 4! the characters are awesome (except the villains) the whole plot is amazing! i call this the best movie ever from 2019 along with toy story 4!,1
Best movie ever. Fat Thor is the best scene. This movie is so hilarious and entertaining. Perfect end to the Infinity Saga of the MCU.,1
Best Movie watched I liked the fight scene and stuff but have you consider ever eating cheese like have you ever wonder how cheese are made? I always wonder.......,1
Best Superhero Movie Ever......................................................................,1
"Best superhero movie, with perfect ending. It so emotional, electrifying, so much heartbreaking, and definitely worth the three hours.",1
"Boring and stupid. Ok, may be final scene was good, but the rest part film was boring and stupid.",-1
Boring no good humor they f*cked up Thor by being so funny to make him fat hahaha,-1
"Boring, long and far below expectation after the great movie infinity war. First two hours trying to explain crazy time travel theories. Last hour, with more action, nonsense dialogues, dark battles and low impact after return of heroes previously swept. Didn´t like it.",-1
"Boring, predictable, not intense, wanted to sleep many times during this unnecessary 3 hours of lame dialogs.Feminism is a crucial part of Hollywood, so of course there are some scenes just about that, it isn't so bad. BUT! Captain Marvel ruins any common sense and conflict in story, if there were no other characters the final wouldn't really change, because there is nothing that she couldn't do just by herself. There cannot be any good story in the universe where 1 character could potentially solve all the problems, but this character doesn't do it for no reason whatsoever.",-1
"Boring, trunkated characters, plotholes, stupid story, badly managed drama. Way to long... All events are predicted from A:IF easily, no surprises. Worst possible ending of the saga. Goodby my dreams of an epic conclusion. And a last question... How can universe can still exist if the one that make it like this disapear before doing it ? Storytelling noobs... Stop ruining my childhood superheroes...",-1
"Boring. CGI overused. Yuck. Half of the movie, I'm slept. Ugly storyline. Biggest Disappointment.",-1
"Characters:Pushed an agenda with Brie LarsonCaptain Marvel ruins the only good scenes in the movie and also could have easily shortened it by a whole hour. The Hulk/ Bruce Banner's character arc was absent from the film. There is nothing of the Hulks character arc except that Bruce Banner got at peace with the Hulk and now is professor Hulk for some reason.Thor 's character was completely butchered. In the beginning of the movie he was silent, then suddenly has a random outburst and kills Thanos, afterwards in the future becomes a fat drunker that plays Fortnite all day. Not to mention that he stays this way for the rest of the film. This happening to the Thor, such a well built up character (besides Thor Dark World) is very disappointing to see. Especially since Thor was built up in Ragnorock and very crucial in Infinity War. His character ending up like this and the audience knowing he is stuck like this forever is very saddening. Loki, Heimdall, and the dead asguardians don't feel avenged.Iron man in space was major waste of time since the audience know his dragged out death scene on the Malano is for nothing. The audience know Iron man isn't going to die in space so having him sleep there like he is, is just a huge waste of time. To make this worse, instead of having Tony Stark and Nebula. A character is who is also stranded in space with him come up with a great plan to fix the ship so that they can get back to Earth. All they do is have the Mary Sue, Captain Marvel. Come out of nowhere, save them, and carry their ship back safely to Earth. This shows the viewer that there is only an agenda of feminism being shoved at them to love Captain Marvel. Tony Stark, who is one of the smartest characters in the MCU get saved like this. Whether it may have been a man or a woman makes no sense. There was no reason for him to be in space if he was just going to get rescued.Thanos, which was remarkably the best MCU villain to date was COMPLETELY ruined by bad writing. Since the first Avengers back in 2012 we get to see hints to Thanos and how powerful he is. Him sending the Chitari to New York, killing billions of people across the Universe, stealing Nebula from her parents, wanting all the stones for power, ect. In this movie when he was introduced everyone was hoping for the mad titan to be ready for them and have an epic battle but no. All we got was him getting ambushed, not prepared, and getting decapitated in once slice. This made the audience feel sorry for a Thanos. A being of immeasurable power and strength instead of feared. Now instead of the Avengers who easily killed Thanos, having a villain to fight. It left the audience thinking of only two options.  Having another villain to fight or going back in time fight a younger Thanos but still kill him easily since this one died with one attack.In the end fight scene when Captain Marvel comes in from who knows where. She end up pulling a Kirby from Brawl flying straight through Thanos' ship blowing up the whole thing, killing his army, and almost killing him. Of course Thanos' on the spot thinks of using the power stone to punch Captain Marvel away. They could never have Captain Marvel kill him because all the fans would riot after the movie especially since they Disney knows nobody likes her.Tone:The movies tone was all over the place. At times it would get sad and then suddenly hit you with a really bad joke(out of place comedy).Since the movie started off with a very sad tone once they started adding in comedy it took away the dramatic effect of the eventsThe movie was set up to be a dark film but had many ridiculous jokes and was very all over the placeOthers:Not a good finale for an 11 year build up and 45+ hours worth of filmsTime travel doesn't make much sense. Supposedly whatever is done in the past is its own universe and even if they change events in the past nothing changes in the future. Captain Marvel getting attacked by Thanos without the power stone and not taking any damage or flinching confirmed that she is a Mary Sue. Hulk getting the same amount of burns as Iron man make no sense.Thor is nerved to much even with both hammers.Even thought Banner is professor Hulk he never actually fights.Thor leaves his people for the Gaurdians of the Galaxy because reasons?Female super hero moment feminism is extremely obvious and very awkward.Doctor Strange is wasted and does nothing but transport everyone to the battlefield.Much longer than it needed to be.",-1
"Clown fiesta.The movie broke its own fundamental rules,a rush end to a very successful series of movies.Plot holes cause of bad and lazy scenario.In every Marvel movie so far,you could feel the love for the universe.In Endgame all you feel is a ""let's fill 3 hours and get over with this **** already.Let's just take their money"".If Stan Lee was alive he would be sad.Avengers Endgame should be renamed into Ticket Heist.I wish I could give a - grade,0 is honestly too much",-1
"Coming as one of the biggest conclusion in the cinematic history, Avengers: Endgame lives up of its name as the most satisfying, story-wrapping epic of it's own kind.",1
"Complete mess, shoehorned everything but the kitchen sink, and destroyed a golden path laid out by Infinity War, bits were really good but over all it is nothing but a word minced maze of lack of imaginations colliding. Been marvel my whole life, and now with this i am not. Thanks for nothing.",-1
"Completely impossible to follow plot line, sound level fluctuations in the movie made it horrible to sit through.",-1
"Considering how much I enjoyed Infinity War, I was surprised by how disappointing Endgame was.  Not a bad movie by far, and some of the things that bothered me won't be an issue for others, but I expected more.  With that said, the beginning and ending are the best parts, so you'll likely leave the theatre happy (even if the movie doesn't sit too well as you digest it).I was surprised by the amount of humor.  And even though I thought the jokes mostly landed, it was weird that in a universe where half of sentient life disappeared there are so many people cracking jokes.  I would have appreciated a darker humor until the snap is reversed.  I just felt it undercut the stakes and loss the characters would be feeling after their defeat in the last movie, even if a bit of levity is needed for the audience's sake.The thing that bothered me the most was the reliance of time travel as a plot device.  I can accept time travel if it's just kind of in the background, but the moment a movie tries to make it seem real is the moment I can't accept it anymore.  The worst part of Endgame is that despite telling myself several times, ""Just ignore it and have fun!"" the movie spends a lot of screen time on the time travel plot and is constantly trying to justify it.  In the end I couldn't get past it and it made the middle of the movie really sag.",-1
"Contains essentially what JUSTICE LEAGUE (even the dreadful, Warner's-mangled first version) does, and with the same bombast Zack Snyder has (sometimes quite fairly) been accused of.  Overstuffed with Marvel's crew to the point where the individualism the brand has been lauded for is all but lost, the final battle seems stretched and inconsequential.  Any comparison with Snyder's corrected version of HIS apocalyptic showdown will show (as it has ever since DC learned--yes, largely from Marvel--that character is the key to storytelling), just how shallow Endgame really is.",-1
"Crazy disappointing is probably the best way I can describe this movie. I feel like giving it a 2, but to be fair a 6 is probably what it deserves. The reason I feel like giving this movie such a low score is because it was so hyped for so long building anticipation and then totally mailing it in. I admit I am a huge comic book fan and because of this I have seen every MCU movies with the exception of only making it about 75% of the way through Captain Marvel. I have become much more lenient on expecting movies to follow comic book plots and even encouraged change if I thought it was for the better. In this case they had a perfect example to adapt from in Jim Starlin's Infinity Gauntlet series. I already knew from the first part IW and due to contractual obligations these movies would be much different from the comics, but I was not expecting this. This movie throws away all the awesome scenes from the comic to replace them with lame callbacks to old movies, dragging characters through the mud like Thor and Hulk and setting things up for the ANAD Marvel characters in the future which are the worst of all the comic characters (Thanks Disney). The time travel plot was lame poorly executed and riddled this thing with plot holes. Most of the movie was boring and I felt no emotional investment. Characters I have loved fro more than 20 years died or had their final big moments in this film and I felt nothing because it was so poorly executed. I am not arrogant enough as a comic book fan to say I will never watch another MCU movie again with some of my favorite characters like Doctor Doom and the X-men joining, but I plan on skipping a lot of these until they prove to me they have their **** together.",-1
"Definitely not as interesting as Infinity War.  And while I like long movies, I only like them if I like them, and this was long and boring.  It was ""okay.""  Anti-climactic at best.  Oh well.",-1
"Delivers.Endgame is the epic conclusion to the battle against Thanks we were promised. An emotional conflict that sees The Avengers going from broken and forlorn, to reflexive, to strong again and everything in between. The power of seeing these characters go through this journey is the heart and soul of the movie, and is not to be under estimated. The majority of the three hour running time forsakes action to explore the effects Infinity War had on who these heroes have become, and yet it's no less exciting than anything that's come before.Some necessary, if minor improvements have been made that will help the MCU moving forward should Disney and Marvel stand firm in retaining this level of quality in future endeavors. For example, I've complained about subpar CGI in quite a few of these movies that seems to arise from a lack of effort being put in, rather than budgetary constraints. Here though there's not a lackluster visual to be found. I understand they realized the need to pull out all of the stops for this one and therefore phoned nothing in. A mentality that should be applied to every MCU film going forward.Brie Larson also improves in her role as Captain Marvel. She doesn't have much screen time at all, but what few scenes she does have show much more natural her performance is this time around. I'm beginning to retroactively feel that my issues with her acting in the standalone movie were more the result of the directors as opposed to the actress herself. The character of Danvers herself though could probably still use a little tweaking to make her likable though.Endgame also deals with darker content than one would expect from a MCU flick. On top of dealing with themes of hopelessness and regret stemming from how The Avengers defeat led to the deaths of so many, the violence is also quite shocking for a film of this nature. There's a decapitation right at the start of the movie and a perfectly visible slit throat for audiences to gawk at, among other bloody scenes. It's interesting to see stuff like this given the relatively wholesome nature these films have been known for and I'm curious to see what kind of content this opens the MCU on the big-screen up to in the future (they've been doing more graphic stuff like this on the television tie-ins for a while now).A lot of this movie is going to mean nothing to those who haven't followed this journey across the other 20 or so films that came before it. You might still get some entertainment from the humor and spectacle, but will be totally lost on who these people are, what's going on, and miss out on the real impact of Endgame. This is for the fans. For them it's an ending and a new beginning for a world they've been following for years now. With events that radically and forever change the face of cinema's first shared universe.9.3/10",1
"Despite its lengthy runtime, the first act feels very rushed, as a few significant character arcs don't the appropriate attention, and a few of the plot points are too straightforward. However, a great finale and an emotional conclusion, not to mention great acting and the humor that has become standard in Marvel movies, come together to bring the most ambitious event in cinematic history to a fitting and satisfying close.",0
"Despite suffering from some plot holes, Endgame is a delightful conclusion to the Infinity Saga. It has an abundance of enjoyable humor, delightful nostalgic moments, and endearing fan service. Some of time travel material made little sense, but it didn't take away from the movie's enjoyment. Endgame provides solid closure to the stories of the many characters who you've become familiar with during the last decade, while also successfully setting the stage for the next phase of MCU movies.",1
"Disappointed in the route they chose to go with this movie. Infinity War was a masterpiece that fully developed Thanos as the Mad Titan. With him beating down the Hulk, Thor, and killing Loki in the opening scene the stage is set that this is a real villain. He completed his mission beat the avengers and obtained the stones which he used to kill half of the universe. He even sacrificed his daughter in the process. All this leads into Endgame where he is easily killed  with not much of a fight in the first 20 minutes and has destroyed the stones he has worked so hard to get. It makes no sense. So instead of a movie that builds up to the defeat of Thanos and the team finding some way to bring back the others we are left with a cheap time travel plot. This was brought into the movie to give the audience a trip down memory lane revisiting old movies and for no other reason. The visuals are great as always just sucks they took what could of been an epic conclusion and turned into a popcorn flick with forced fan service forced emotional scenes and forced bad humor. This movie lacks the suspense, tension, pace, that Infinity War mastered.",0
"disappointed, overhyped, brazilian drama, indian watching time, not fun like modern allstar nba game.",-1
"Disappointing. Movie ruined all the original characters, and 3 hours was not necessary (and don't bother sitting through the end credits to hear an audio clip).Black Widow was a bad-ass in all the movies,yet, they made her character teary-eyed and overly emotional in almost every scene. and she had no real fight scenes? What? And she wasn't even given a decent death scene, just drop to your death.Captain America - giving up the shield so easily, it's like a slap in our face that he regretted being Cap America -- and wait, how was he able to stay in the past. That would mean there were 2 Steve Rogers in that timeline. And why couldn't he tell Falcon, who's he married to. Duh, we ALL know. And what?? He was able to get Thor's hammer. NO way.Thor - another character, he was bad-ass in all other movies, then reduced in this movie as drunk, emotional idiot and renounced his ""throne"" because he's not a Leader. What?Hulk - he's suppose to be a genius too but this time he couldn't figure out Quantum Physics. But Scott Lang had the idea? AH?? What???Clint - all of sudden a murderer (of criminals) and he was able to take down cartels on his own? hmmm.. really?Fury and Hill - were reduced to cameo appearances.. UGH. Horrible.The only character that stayed true was Tony Stark. His actions and dialogue made sense, and his death made sense too. This was suppose to be a comic book movie, not a bad soap opera or scifi movie.",-1
Disappointing. The build up was slow and even got boring at times. The movie was enjoyable but not great. Not sure what others found great in this movie. Definitely not my favourite avengers movie,-1
"Disclosure: I'm NOT a Marvel superfan, but I've seen all the movies, starting with Iron Man (actually, starting with Howard the Duck), and I was starting to get tired of these. However, this is a really good movie. A little bloated at 3 hours, yes, and it takes almost a full hour to really kick into gear, but they writers/director do an excellent job wrapping things up.  Some truly touching moments, and some extremely funny moments.  (""Hello Jeff Lebowsky!"") I though Capt. Marvel was given a short shrift, but I suppose that makes sense given her late entry in the series in general.  Clearly, we're not going to be seeing certain character(s) after this film, but I think it's deftly handled for maximum emotional payoff.  In my theater, there were belly laughs, cheers, and ugly cries.  Can't expect much more than that in a big budget flick, huh?",1
"Do yourself two favors before watching Avengers: Endgame.One: watch the other MCU films, or use the (not recommended) Lazy Man's Cheat Code and read the synopsis of each.Two: Do not expect the same level of character development world building from Endgame as past MCU films. (Character development is not the same as character arc completion).I was bothered when I walked out of Endgame last night without the feeling of catharsis that I expected. It did not feel as fresh and invigorating as movies before it—even its predecessor Infinity War breathed more new life into me. I went into expecting a cinematic masterpiece, and that is where I went wrong. Making the ""Greatest Movie of [variable time frame here]"" was never the Russo Brothers' intention. With 22 films preceding this one, there are plenty of moments of cinematic greatness, ESPECIALLY amongst the movies in Phase III. Endgame is not a masterpiece. But it IS a love letter to every fan who was grown with the characters, whether they've been along for the ride since '08 or found themselves binge watching each film in the weeks before its release. Don't expect a movie that ascends to new heights in filmmaking, and DEFINITELY don't watch this movie without being caught up on what happens before it. The Russo Brothers wanted to give fans one last exciting, action packed, heartbreaking, and comforting ""THANK YOU,"" and they achieved just that.",1
"Does it entertain from beginning to end? Yes. Does it makes you laugh as much as it makes you cry? Yes. Is the acting top notch? Yes. Are the special effects, score and set-pieces the absolute best modern cinema has to offer? Yes. Is the script an absolute masterpiece that makes justice to every character in it? Yes. Is it the best movie ever made? Yes.",1
"Don't be fooled by all the one-review account 10-scores, there was probably some sort of prize to be won if they gave this movie a 10. The truth is that the first hour of this movie is plain boring, I mean really boring. After half an hour it becomes clear that time travel is the way to go to set things right. Can you say major plot holes on the way? Presposterous plot followed by an hour of messy crap before they get into any kind of action. The ""comedy"" is sort of on par with Infinity War. More slapstick for those who enjoy that kind of thing. Chuckles here and there and thankfully not as awkwardly childish as Ragnarok.The war scenes were good, I mean really good. Thanos is nicely done again and the fights are really well done, as we've come to expect really even if deja-vu creeps into the picture more than once. A whole lot of things still don't make any sort of sense. Captain Marvel was pushed in there with twice the charisma compared to the movie with her name on it, but that's not really that big of an achievement. Not that those good scenes are an excuse to have to sit through three hours of movie. They could have easily taken off half an hour to an hour and simply have created a better experience. It's really just too long for what it's bringing to the table.Some characters retire and some die, that's something in the sense of closure for the MCU and things to come. It could have been worse I suppose but boredom was the real winner in the end. I was really glad to get out the theatre and that's not a good sign at all.Still it's not all bad, just slow, dumb and messy before they get to the sorta good stuff. The good stuff is really good, there's just not enough of it to go around.",-1
"Don't let that 8 scare you, Avengers: Endgame is by far the most ambitious film of all time and a very important film as no other films cannot create such a big franchise.Endgame is funny, depressing, satisfying and very enjoyable and everyone gave their all (for one) in this film as some actor/actress will probably never return for the MCU after this film. There were a lot of easter eggs from this movie which links to the other films in this universal which was awesome to hear especially at the end. Everyone has a good reason why they make these decisions and doesn't leave the viewer confused. Overall, the action scenes were satisfying and awesome, the ending was a great conclusion to this movie and just in general, this was (almost) the perfect marvel movie and it's definitely worth your 3 hours of lifeThe reason I said almost is because of these reasons:1. Captain Marvel was barely in the movie, they made an entire movie about her and yet you didn't really need to watch it for Endgame as she's rarely in it and she was in the climax of the movie. Plus Brie Larson was horrible in this film and I know that she is a fantastic actress which disappoints me even further2. The movie is funny. Maybe too funny. There are so many emotional scenes in this film but then they quack a few jokes in there which sure they're funny but it destroys the flow of some tear-jerker moments3. Speaking of the flow, when they finish a dark, miserable scene, they immediately go to a bright, happy scene which just confuses me. Why could they just slowly tune down the darker scene and slowly build up into a relatively happy scene?    However, with all the negatives, I will probably rewatch this movie again",1
"Drab, predictable, boring. This movie was dragged out too long to make sure all of its stars had screen time and that made it unbearable to watch.",-1
dumb. boring. patronizing. People who pay for this show and still like it should relinquish the right to vote.,-1
Emotional throughout with some of the best humour in the MCU.RDJ's best performance yet with other characters being transformed amazingly.,1
"End of Avengers is total **** with dozen of holes in plot and a tousand of fun and not fun jokes! It was so obvious, and the end of this big part of way deserved better end.",-1
"Endgame – delivers!  And that is an amazing feat. With more than 50 (!!!) Hollywood stars in one movie and a playing time in the region of 3 hours. This is not your standard superhero flick, no Endgame is more about loss, love, relations, family and just appreciating what you have.I absolutely loved all the funny references to other Marvel movies, and the jokes regarding time travel are hilarious. There are countless references and my favorite is the Coen reference to Thors new appearance.A worthy finale to a journey more than 10 years in the making.Must see if you like Marvel.",1
"ENDGAME definitely succeeds as a celebration of 11 years of the MCU, but didn't quite work for me as a movie in itself.  I certainly didn't hate it, but came away a little nonplussed with the story.  However, a couple of hours afterwards, I decided I was OK with what they did.  Somewhat tellingly, I shed not a single tear... and I am usually an easy mark when it come to ""kicks to the feelz"".  Some great bits. Some bits that felt like they dragged, but overall a triumph in terms of handling a large cast of characters and tying up 11 year old plotlines.",0
Endgame delivers despite the audience knowing where things are headed. What will be tough to endure is a MCU where key characters may not be around because of events within Endgame. This movie is special and while it's not perfect it definitely delivered for me even though I expected plenty from it and awaited eagerly for it's eventual release.,1
"Endgame en si en bastante regular dura demasiado innecesariamente, demasiados agujeros en la trama, lo mejor de la película Robert downey jr y la batalla final con efectos visuales que están bien",-1
"Endgame es un notable cierre al Universo Cinematográfico de Marvel y a sus 22 películas. Emotiva y épica a parte iguales la cinta dirigida por los hermanos Russo logra en su mayor parte lo que se le pedía con una despedida a la altura para los personajes principales de la saga y para el Universo Marvel, pero a la vez decepciona en algunos aspectos que provocan que no sea un cierre totalmente satisfactorio de lo visto en estos 11 años.",1
Endgame is a good ending for IW. The story starts really slow. Mainly because you have a lot to carry over from other movies. The story is kind of grounded and didn't resolve on a magical solution that much. The acting was really solid. The FX still amazing. What they did with Thor and Banner can be debatable but I found it justified in their own ways. The final battle was something for the eyes. I found interesting that there were still consequences to the choices they made. I give it a 78%. I wasn't blown away by the movie but very satisfied with the story in general.,1
"EndGame is a great movie that, even with some plot holes and some minutiae, is a perfect ending to the Infinite Saga.",1
"Endgame is a mess. The only positive things that I have to say is the character development, I only like the the character development because of the fact about how many people they have to remember. Now the negative stuff. Let's start off with thor, Thor was so poorly written when he didnt kill thanks who should've been more to determined to fight back instead of being that fat slob we got to know, He should have been motivated to fight back. Black widow. Here is a bit more respect to marvel most of the time I think black widow is wasted but in endgame she had a decent role before she died. Professor hulk,  professor hulk was a nerdy mess the cgi at some points almost made me puke. The pacing was okay, but now the big daddy the plot holes. The plot holes were almost as bad as the ones in captain Marvel here are some I found in the first 30 minutes. Endgame Plot Holes why would fury still be holding on to that pager after 20 yearsHow did the avengers find the pager and bring it back to the compoundPeter quill ship does have a transponder the avengers would recognizeAlso captain marvel doesn't have anything to track a signalWhen a ship runs out of fuel it doesn't just stop it keeps its momentum and keeps going and eventually slows downHow does captain marvel talk and breath in space and survive the vacuum without imploding but in captain marvel she needed a helmetHow did she bring iron man and nebula down to earthNebula when she gets back says she knows thanos s whereabouts but her and Tony have been on the spaceship for weeks and tony told steve he knows nothing Conclusion endgame got a solid 5.",-1
"Endgame is a movie is suppose to end a 10 year sega but its gives more questions likes how is this suppose to fix this the hole time travel think is boring to dumb but black widows death is also boring sense you feel like your disconnected,but one think that saves this movie is the final fight scene it helps show more character development  and the ending was amazing on my opinion endgame story is flawd but its marvel fightscene saves it.(also there like 100 plot holes)",1
"Endgame is a totally fan service,  only assemble scene save this movie,  infinity war is better",-1
"Endgame is an astounding achievement of capitalism. I feel bad for all the animators who aren't unionized and don't see any profits from this monstrosity. Because seriously, without the animators this movie is simple and ineffective.",-1
"Endgame is confusing with their way of time travel like theirs makes more sense, it can be really boring, Nebula is stupid but the ending was cool.",-1
"Endgame kicks off with an invigorating prologue (making you believe you are in for the Avengers ride of your life), but then swiftly drags and trudges its way through time-travel confusion. While it's ""greatest hits"" venture lives up to it's sentimental sendoff, it was just eye-winking filler to get to it's grand, over-the-top finale, that offers more than enough eye-candy to be satisfied. But its the final moments that truly give this series it's hoorah that it deserves. And they make you weep, even if you never cared.",0
"Endgame was a frustrating film for me to review, Because on one hand I was mindblown by the sheer force of this film. While, it is a satisfying conclusion to the stories of Iron-Man, Captain America and a few others; you can't help but get confused by the convoluted and overthought time-heist middle of the film. It's not as good as Infinity Wars it still provides a ton of emotionally satisfying moments that should please longtime fans of the series.",1
"Endgame was a major disappointment. Long overly drawn out tear jerking scenes mixed up with weak humor, plot holes and too few fight scenes plagued with very inconsistent power levels.Not to speak of what they did to many of the characters which can hardly be recognized (this goes beyond a certain Asgardian).Despite the overly long running time the movie fails to give many important characters sufficient screen time. The plot is extremely thin and telegraphed providing little tension or suspense except the in last 20 minutes.TL;DR Endgame is too long a movie trying to mix drama and superhero humor, with poor results. This movie can't hold a candle to its predecessor infinity wars.",-1
Entertaining but forgettable. The fight senses are not well-designed and the story is very predictable and childish. But you'll still get some degree of amusement.,-1
epic heartbreaking suspense emotional tragic scenes with an affordable heroism ,1
"EPIC! Endgame has all that there was: comedy, drama, action, fantasy, and many more. I love how it was the finale of MCU's current generation of movies, bringing together storylines and characters from 21 previous movies. A truly wholesome experience.",1
"Epic, sentimental and some times a bit messy. It’s unbelievable how many story lines and humorous and touching titbits the Russo Brothers manage to juggle. The final instalment of the Avengers franchise is a joy to watch if you’re invested in the previous films. As a standalone film it’s not as great as Infinity War and in some ways it replays some of it plot points. Still a great and satisfying ending to a grand story.",1
"Even if your not a superhero fan, This is still worth a watch. It got good humor, characters, and action to not only make this a good superhero film. But just a good movie in general.",1
"Eventhough it is 3 hours, didn't feel like a movie but a TV-Show episode. Except there was no ""previously on avengers"". Story is; back to the future with avengers heroes that are dramatized and incapable of reaching their best except captain america vs an enemy that should be weakened but somehow even stronger.",-1
"Every journey has an end, and the end is for good . This movie is a masterpiece ,truly a diamond . The Marvel cant stop them to cheer , to cry ,to laugh, to stand again nd again . this movie has sacrifice,emotion,love,friendship,duty,gratitude and ofcourse ACTION. MARVEL'S i would say The Best Movie and I dont think in future any movie can touch the mark which this movie is gonna make . Love the story , love the direrction , love it 3000 times IRON MAN WE LOVE LOVE LOVE LOVE LOVE LOVE LOVE LOVE LOVE LOVE LOVE LOVE YOU",1
"Everyone needs to stop freaking out about the 3 hour runtime. The movie isn't even 3 hours, it's the credits that gets it there. Seriously. Anyway, this is easily the best Marvel movie to date and I don't know how it could ever be topped. Any negative review is just ignorant and shows bad taste. A fantastic ""end"" to a truly fantastic saga, and an astounding beginning to whatever they give us next. Bravo, Marvel.I dedicate this review to Stan Lee, the man with one of the biggest legacies that will ever exist, and just an amazing human being.",1
"Everything I wanted it to be and more really! The pacing was great, the final battle was epic as!",1
"Excellent movie! It brought so many story lines together and had brought the MCU to a rebirth of sorts. Saddening parts like the loss of Tony Stark and the end of Steve Roger's reign as Captain America. 10/10 . ( I would have given it a 12/10 but the scale doesn't go high enough). Amazing, well thought out and emotional movie.",1
Expected ending....mixed storyline without proper starting and ending character stories...and what the hell captain marvel did ,-1
Extremely overhyped for no reason i suspect Disney paid reviewers to give good scores. Plot holes were everywhere and half of the movie was chit-chat and weird mix of drama and comedy. At the end it felt like a cheesy movie made for teenagers i was not impressed,-1
F**king Awesome. Iron man is just so awesome. Captain America was overplayed a little. I felt they didn't do Thor proper justice.,1
"Fantastic movie. The first half was pretty boring however. They spent way too much time on how the Avengers reacted to the deaths of everyone. The second half was great. The action was great and the emotional scenes hit hard. There was only one cringy scene in the movie and that's where all the female heroes moved in front of Spiderman and it panned around to look at them. I thought that was unnecessary. Overall, great movie and would highly recommend it.",1
"Fascinating timeline despite mentioning previous MCUs storyline all together in one single movie without any plot holes, the 3 hours runtime doesn't feel so long due to its suspense story, there is funny moment, epic moment and the most important one.......... The heartbreaking moment. All characters have done their role very well, it is one of the greatest superhero movie of all time .",1
"Feige is done with his first arc and so are we, this is more a palette clenser than a tease, bring it more, it is simply ""old style"" good.Avengers: EndgameRusso Brothers docks the universe in one colossal stage where our mighty heroes dances the dance of their life, it is extremely well choreographed. Never has this ever pulled off at such scale, claims Marvel, and Feige proves it, by swooping in every last drop of blood shed in this war. But mind you, it is unlike Infinity War, it never gets too much. There is a certain amount of linearity in their narration that is more focused and polished than the previous installment. It is the ultimate heist, in a sense that it is as big an ambition as the cast is. And so is the storytelling, as rich as the banner goes, the usual baggage of levity that Marvel often failed to own it, comes in natural in here.Split into three acts, this wallop of emotional drama is not the tease for the game but the journey, that Robert Downey Jr. quotes to be proud of. The world of Russo Brothers, is perfectly balanced as Josh Brolin, wanted it to be. What could have been precarious is somehow its best asset, the film is obvious or even obliged to connect the dots. And as much as you feel overridden in this ride, it never grows dull; this overwhelming experience is plastered across the screen for three straight hours that is ought to make the fans giddy up for more.What has been fascinating, is to see, not Thanos turned into a mere pawn of the game, his malleable philosophy is still threatening to the leftover superheroes. Christopher Markus and Stephen McFeely, the screenwriters, are free from the stereotypical MCU formulaic structure, it doesn't tap on- a joke, an emotional punch and an actual punch- to the safe beat, they have deconstructed their rhythm for the Endgame, tears are expected, satisfaction; a surprise package.",1
"Fell flat. Started high but slowly declined into boredom. Certainly the plot and characters are all subversive, but so is eating what you think is a chocolate chip cookie and finding raisins instead.",-1
"First half of the movie was mawkish like some soap opera. From what i understood, only half of the living beeings was anihilated, so why in this movie, Earth looks deserted, like it was ninety percent? The rest of the movie was just meh.  There were some good emotional moments, but most just made me roll my eyes. All in all i didn't enjoy most of the movie - probably becouse i got so tired with it's first 1,5h. Liked the ending.",-1
First movie I have ever given a 10 for and it is well deserved. After 3 screenings I still cannot get enough of it. A must watch.,1
